circ_id,Metastatic_Tumor_1,Metastatic_Tumor_2,Metastatic_Tumor_3,Metastatic_Tumor_4,Metastatic_Tumor_5,Metastatic_Tumor_6,Metastatic_Tumor_7,Primary_Tumor_1,Primary_Tumor_10,Primary_Tumor_11,Primary_Tumor_12,Primary_Tumor_13,Primary_Tumor_2,Primary_Tumor_3,Primary_Tumor_4,Primary_Tumor_5,Primary_Tumor_6,Primary_Tumor_7,Primary_Tumor_8,Primary_Tumor_9
chr11:417062|417324,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11:43326612|43326752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0
chr11:57491395|57491590,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr11:61308245|61308982,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr11:61366045|61367998,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
chr11:62720023|62722903,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr11:62794482|62794934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr11:63658761|63659252,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr11:64193078|64197974,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11:64241133|64241388,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr11:65546442|65547821,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0
chr11:65862530|65862976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr11:6604361|6604715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr11:66338060|66338242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
chr11:66639700|66640123,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11:67507145|67507364,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
chr11:70417013|70419856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
chr11:77624963|77629899,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11:83206058|83248087,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11:85662071|85662362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr11:85663013|85663178,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr11:85996826|86003451,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0
chr11:85996826|86031611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
chr11:86250296|86256512,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
chr11:96091892|96093517,0,0,0,0,0,0,0,0,1.0,0,3.0,0,2.0,0,0,0,3.0,0,0,0
chr12:101908364|101914154,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr12:105156726|105160148,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr12:105162846|105164110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
chr12:122859198|122859389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
chr12:123309310|123309856,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr12:123345258|123350441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
chr12:124457106|124495368,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr12:124483596|124495368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr12:13211469|13213821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
chr12:132784164|132796700,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:1754258|1754514,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:2798827|2798989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr12:31495810|31499671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr12:40508015|40510850,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:40519003|40537715,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:40523589|40537715,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:40526273|40535809,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:42351885|42398994,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
chr12:48066927|48071721,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:49106225|49106544,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:49566555|49566721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr12:50427762|50429090,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
chr12:51975265|51991993,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:52949219|52949455,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:53296276|53297824,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
chr12:56095807|56096017,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:6332741|6333068,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:6341497|6341775,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
chr12:6868510|6868784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr12:69352299|69353109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr12:6967500|6967891,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0
chr12:89349592|89351639,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12:908035|908203,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13:101579287|101692701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr13:102839804|102840054,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13:20026612|20036909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr13:21400373|21421164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr13:23805950|23886506,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13:26400453|26401624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr13:32517857|32527532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
chr13:37582366|37586280,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13:45338816|45339496,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0
chr13:50027207|50044768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0
chr13:50390198|50433550,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13:52050104|52076143,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13:95757644|95763953,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
chr13:95832927|95837202,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13:98519243|98519473,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0
chr14:100337062|100343387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr14:100397186|100484124,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
chr14:103913961|103915189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr14:104770745|104792722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr14:105226069|105226760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr14:105478266|105479047,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:24146019|24146207,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:24187194|24187399,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr14:34862044|34862322,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr14:37285318|37369624,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:37748939|37827366,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:39179091|39179462,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:57229734|57247712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
chr14:57576295|57581014,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:65561337|65561766,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr14:65615978|65629606,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr14:75096867|75097099,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr14:75280129|75280528,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:80743075|80778046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr14:96833467|96860735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
chr14:99458279|99465813,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
chr15:24962114|24982437,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr15:25098717|25099278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
chr15:37083964|37093580,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15:38299373|38299547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
chr15:40843953|40844178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr15:41464771|41466252,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
chr15:41668828|41669958,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr15:41824062|41824414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0
chr15:50574274|50575789,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr15:51869217|51902036,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr15:57684675|57684859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0
chr15:66502612|66503164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0
chr15:68173732|68176654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr15:69413963|69414151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
chr15:73702255|73703086,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0
chr15:73702772|73703997,0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,61.0,3.0,0,0,0,37.0,20.0,8.0,7.0,34.0,0,3.0
chr15:75859878|75873568,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr15:76283757|76287945,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
chr15:76287846|76292700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
chr15:90932216|90932385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr15:90948795|90949294,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr15:92996957|93002317,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15:93004617|93014909,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15:94298201|94298730,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr15_KI270848v1_alt:102250|102432,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:11846501|11847806,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr16:1460547|1460815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
chr16:14644274|14644609,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
chr16:199062|206147,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
chr16:22225654|22225975,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr16:2514183|2519189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0
chr16:2561909|2565549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr16:2595851|2596146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
chr16:2769285|2769784,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:28488591|28489386,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr16:2933716|2933979,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:29804066|29804789,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0
chr16:3483598|3484677,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:3663243|3663423,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr16:3679719|3686136,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:3850297|3851009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr16:48277338|48303305,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:53255600|53274302,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:56385919|56414344,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
chr16:56499576|56499777,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:58516929|58517980,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:66932919|66933613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr16:670249|670773,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:67200002|67200169,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr16:69937653|69938987,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
chr16:72056530|72059188,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
chr16:72057392|72058355,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,4.0,0
chr16:85633914|85634132,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0
chr16:89275221|89279071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
chr16:89895038|89896083,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr17:39264175|39268871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr17:39490557|39494694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
chr17:39653481|39653750,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:39684597|39686019,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,5.0
chr17:39709813|39715939,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0
chr17:39719835|39720046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr17:39727004|39727271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr17:41514166|41514648,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
chr17:41517201|41518329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
chr17:41524587|41524842,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:41525342|41527827,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:41818382|41819399,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:42339437|42345558,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
chr17:42669693|42669917,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:47618350|47619164,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
chr17:49311312|49312845,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr17:50187015|50187122,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:50189168|50189538,0,0,0,1.0,0,0,0,0,0,0,0,2.0,5.0,0,0,0,2.0,0,0,2.0
chr17:50189377|50189732,0,0,0,0,0,0,0,0,0,0,0,26.0,2.0,0,0,0,0,0,0,3.0
chr17:50190001|50190924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
chr17:50191383|50191490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr17:50740306|50746702,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
chr17:50745720|50746003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0
chr17:51161160|51168343,40.0,15.0,46.0,34.0,25.0,58.0,21.0,43.0,28.0,40.0,35.0,20.0,27.0,20.0,55.0,29.0,17.0,17.0,21.0,11.0
chr17:51168242|51170049,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:62010550|62063301,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
chr17:64187451|64188167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
chr17:64348260|64352463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
chr17:64501770|64502009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
chr17:67910877|67922990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
chr17:67945409|67975958,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0
chr17:68043838|68045921,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:7012758|7013639,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:75741006|75742316,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:77307141|77402703,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:77402059|77402703,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:80344016|80344288,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
chr17:81546384|81546908,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
chr17:82183774|82188419,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
